Nom,Telefon,Direccio,Districte,Barri,Ciutat,Codi Postal,Regio,Pais,Lat,Lon,Web,Mail
Cafè Just,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.38267685277778,2.1796073333333332,-----,-----
Restaurant Can Seixanta *Pau Claris,-,-----,Eixample,la Dreta de l'Eixample,BARCELONA,08009,BARCELONA,ESPANYA,41.39298624166667,2.1669573055555555,-----,-----
Restaurant Tívoli Tercer Mil·lenni,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.39807938888889,2.1436165,http://www.tivoli-bcn.com,-----
Bar Imagine,-,-----,Eixample,l'Antiga Esquerra de l'Eixample,BARCELONA,08036,BARCELONA,ESPANYA,41.392690277777774,2.1534565,-----,-----
Bar Prelude,-,-----,Eixample,la Dreta de l'Eixample,BARCELONA,08037,BARCELONA,ESPANYA,41.39613634166667,2.1631571944444445,-----,-----
Restaurant Litoral,-,-----,Ciutat Vella,la Barceloneta,BARCELONA,08003,BARCELONA,ESPANYA,41.376059347222224,2.1900202777777777,-----,-----
Restaurant Bona Tapa,-,-----,Nou Barris,Porta,BARCELONA,08016,BARCELONA,ESPANYA,41.43035123888889,2.180571361111111,-----,-----
 Tea Company,-,-----,Nou Barris,el Turó de la Peira,BARCELONA,08031,BARCELONA,ESPANYA,41.430457141666665,2.1732158611111108,-----,-----
Restaurant Melton,-,-----,Eixample,l'Antiga Esquerra de l'Eixample,BARCELONA,08036,BARCELONA,ESPANYA,41.392861583333335,2.1509643888888887,http://www.restauran-melton.com,-----
Cafeteria Restaurant Zelig,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.37976693888889,2.166256722222222,-----,-----
Bar McDonald's *Maremàgnum,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08039,BARCELONA,ESPANYA,41.37573091111111,2.1832132777777775,http://www.mcdonalds.es,-----
Restaurant Grill-Braseria,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08039,BARCELONA,ESPANYA,41.37573091111111,2.1832132777777775,-----,-----
Bar Nit i Dia *Maremàgnum,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08039,BARCELONA,ESPANYA,41.37573091111111,2.1832132777777775,-----,-----
Bar restaurant Berlín,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.394329347222225,2.149497361111111,-----,-----
Restaurant El Comedor,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.38110431388889,2.1781321666666664,-----,-----
Restaurant Polenta,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.381238269444445,2.1805003333333333,-----,-----
Bar Jupiter,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.382098825,2.18008325,-----,-----
Bar Restaurant L'Hostal de la Bona Sort,-,-----,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",BARCELONA,08003,BARCELONA,ESPANYA,41.38608679722222,2.1802485833333334,-----,-----
Restaurant Lizarran *Sardenya,-,-----,Eixample,la Sagrada Família,BARCELONA,08025,BARCELONA,ESPANYA,41.40382598611111,2.172937138888889,http://www.grupolizarran.com,mailto:lizarransagradafamilia@yahoo.com
Restaurant Coure,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.39440351388889,2.147880222222222,-----,mailto:restaurantcoure@hotmail.com
Restaurant Farga *Beethoven,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.39308124722222,2.1405547222222223,-----,-----
Restaurant Asador de Aranda *Pau Claris,-,-----,Eixample,la Dreta de l'Eixample,BARCELONA,08010,BARCELONA,ESPANYA,41.38921386388889,2.171962388888889,-----,mailto:asador@asadoraranda.com
Restaurant Foster's Hollywood *Pg M Girona,-,-----,Les Corts,Pedralbes,BARCELONA,08034,BARCELONA,ESPANYA,41.390579880555556,2.123404777777778,http://www.fostershollywood.es,mailto:fostershollywood@fostershollywood.es
Restaurant Foster's Hollywood *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,http://www.fostershollywood.es,mailto:fostershollywood@fostershollywood.es
Restaurant Foster's Hollywood *Heron City,-,-----,Nou Barris,Porta,BARCELONA,08016,BARCELONA,ESPANYA,41.43509441944444,2.1810243333333332,http://www.fostershollywood.es,mailto:fostershollywood@fostershollywood.es
Bar Restaurant La Tasqueta,-,-----,Sant Martí,el Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.40296381388889,2.200019611111111,-----,-----
Bar Restaurant Pita Inn *Heron City,-,-----,Nou Barris,Porta,BARCELONA,08016,BARCELONA,ESPANYA,41.43509441944444,2.1810243333333332,-----,-----
Restaurant Bar Musical Imprevist,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.38169648888889,2.1645231944444445,http://www.imprevist.es,-----
Bar Restaurant Japonès Machiroku,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.38717027777778,2.1729170555555553,-----,-----
Bar cafeteria Il Caffè di Roma *Heron City,-,-----,Nou Barris,Porta,BARCELONA,08016,BARCELONA,ESPANYA,41.43509441944444,2.1810243333333332,-----,-----
Restaurant Rodilla *Diagonal Mar,-,-----,Sant Martí,Poble Nou,BARCELONA,08019,BARCELONA,ESPANYA,41.41097503333333,2.2185804444444446,-----,-----
Restaurant Little Italy *Av Marques de L'Argentera,-,-----,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",BARCELONA,08003,BARCELONA,ESPANYA,41.38499712777778,2.185030111111111,-----,-----
Hotel Saint Moritz,-,-----,Eixample,la Dreta de l'Eixample,BARCELONA,08007,BARCELONA,ESPANYA,41.39093758333333,2.1679429999999997,http://www.hcchotels.com,-----
Bar Ca la Lluisa *Diagonal Mar,-,-----,Sant Martí,Poble Nou,BARCELONA,08019,BARCELONA,ESPANYA,41.41097503333333,2.2185804444444446,-----,-----
Restaurant El Racó d'en José Luis II,-,-----,Sant Martí,la Vila Olímpica del Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.390896519444446,2.1978509444444443,http://www.accua.com,-----
Da Geppetto,-,-----,Sant Martí,el Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.39898908333333,2.2035011944444447,-----,-----
Club Natació Atlètic - Barceloneta,-,-----,Ciutat Vella,la Barceloneta,BARCELONA,08003,BARCELONA,ESPANYA,41.375434713888886,2.1898365833333333,-----,-----
Restaurant Taberna Abasolo Etxea,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.39488239722222,2.1438170833333334,http://www.abasoloetxea.com,-----
Bar Berlin,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.394329347222225,2.149497361111111,-----,-----
Bar Restaurant On,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.382895425,2.1754921388888886,-----,-----
Restaurant Biblioteca,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.37923755833334,2.1719045555555554,-----,mailto:chef@bilbio-teca.com
Bar musical Fritz Mar,-,-----,Ciutat Vella,la Barceloneta,BARCELONA,08005,BARCELONA,ESPANYA,41.383444583333336,2.1954624444444444,-----,-----
Hotel Rívoli Rambla,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.38428501666667,2.1711567777777776,-----,-----
Hotel Barcelona Hilton,-,-----,Les Corts,les Corts,BARCELONA,08014,BARCELONA,ESPANYA,41.38889217222222,2.131376027777778,-----,-----
Bar Restaurant L'Explendid,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08006,BARCELONA,ESPANYA,41.39647592777778,2.14893075,-----,-----
Restaurant Bar Ra,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.381770933333335,2.1706049166666666,-----,-----
Restaurant Embat,-,-----,Eixample,la Dreta de l'Eixample,BARCELONA,08037,BARCELONA,ESPANYA,41.397031572222225,2.1669864444444444,-----,mailto:info@restaurantembat.es
Base Nàutica Municipal de la Mar Bella,-,-----,Sant Martí,Poble Nou,BARCELONA,08005,BARCELONA,ESPANYA,40.64370160833333,1.8165979444444444,-----,-----
Reial Cercle Artístic - Institut Barcelonès d'Art,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.38453696111111,2.174494388888889,-----,mailto:cercleartistic@cconline.es
 Té *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,http://www.cafeandte.com,-----
Natural Blend *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,-----,-----
Vilaplana *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,-----,-----
Dunkin Donuts *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,http://www.dunkindonuts.com,-----
Jamaica Coffee Shop *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.44077756666666,2.198467194444444,http://www.jamaicacoffeeshop.es,-----
Cafeteria Cafe Quijano *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,-----,-----
Restaurant Bazaar *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,-----,-----
Restaurant Taverna Sagardi-Euskal *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,http://www.sagardi.com,mailto:reservas@sagardi.es
Res. Pastafiore *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,-----,mailto:pfbarcelonamaquinista@pansandcompany.com
Restaurant Pitamanía *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,-----,-----
Cerveseria Restaurant Gambrinus *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,-----,-----
Restaurant Lizarran *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,-----,mailto:dfcpromo@wanodoo.es
Restaurant TapasBar *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,http://www.tapasbar.es,-----
Restaurant La Granja *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,-----,-----
Restaurant Cantina Mariachi *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,http://www.cantina-mariachi.com,-----
Cerveseria Restaurant El Fraile *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,http://www.elfraile.net,mailto:elfraile@elfraile.net
Restaurant Trattoria Ginos *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,http://www.grupovips.com,-----
Bar Burger King *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,-----,-----
Bar McDonald's *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,-----,-----
 Company *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,http://www.pansandcompany.com,-----
Happy Crack *La Maquinista,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.442532125,2.198353,-----,-----
Restaurant La Lluna,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.38519257222222,2.1717846666666665,http://www.lallunarestaurant.com,mailto:info@lallunarestaurant.com
Bar Terra,-,-----,Sant Martí,el Parc i la Llacuna del Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.394723633333335,2.1919009999999997,-----,-----
Hotel Intercontinental Princesa Sofía Barcelona,-,-----,Les Corts,la Maternitat i Sant Ramon,BARCELONA,08034,BARCELONA,ESPANYA,41.38652906944444,2.1231086944444444,http://www.expogrupo.com,mailto:psofiacontraste@expogrupo.com
Restaurant Sugar Club *World Trade Center,-,-----,Ciutat Vella,el Raval,BARCELONA,08039,BARCELONA,ESPANYA,41.371059611111114,2.1823455833333334,http://www.sugarclub-barcelona.com,mailto:info@sugarclub-barcelona.com
Bar Restaurant O'Carballo,-,-----,Gràcia,el Camp d'en Grassot i Gràcia Nova,BARCELONA,08025,BARCELONA,ESPANYA,41.40547245,2.1646219444444443,-----,-----
Bar Restaurant Xiscarexantar,-,-----,Sant Martí,el Parc i la Llacuna del Poblenou,BARCELONA,08018,BARCELONA,ESPANYA,41.396266097222224,2.1922189444444444,-----,-----
Restaurant Txalaparta,-,-----,Sants-Montjuïc,Sants,BARCELONA,08028,BARCELONA,ESPANYA,41.37554660833333,2.133652861111111,http://www.restaurantetxalaparta.com,mailto:txalaparta@restaurantetxalaparta.com
Restaurant Alta Taberna Paco Meralgo,-,-----,Eixample,l'Antiga Esquerra de l'Eixample,BARCELONA,08036,BARCELONA,ESPANYA,41.391713527777775,2.1524825,http://www.pacomeralgo.com,-----
Restaurant de Tapa Madre,-,-----,Eixample,la Dreta de l'Eixample,BARCELONA,08037,BARCELONA,ESPANYA,41.39694865,2.166505972222222,http://www.detapamadre.com,mailto:detapamadre@hotmail.com
Restaurant Carmelitas,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.38181298888889,2.1693390555555556,http://www.carmelitas.biz,mailto:carmelitas@iservicesmail.com
Restaurant Torre d'Altamar,-,-----,Ciutat Vella,la Barceloneta,BARCELONA,08039,BARCELONA,ESPANYA,41.37314246111111,2.1879252777777776,http://www.torredealtamar.com,mailto:reserves@torredealtamar.com
Centre Garcilaso,-,-----,Sant Andreu,la Sagrera,BARCELONA,08027,BARCELONA,ESPANYA,41.422605125,2.1862141666666663,-----,-----
Cafeteria The Bagel Shop,-,-----,Gràcia,Gràcia,BARCELONA,08012,BARCELONA,ESPANYA,41.40042602222222,2.1577265555555556,-----,-----
Gran Casino de Barcelona,-,-----,Ciutat Vella,la Barceloneta,BARCELONA,08005,BARCELONA,ESPANYA,41.38708262222222,2.1965545,-----,-----
Bar Restaurant Arrel del Born,-,-----,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",BARCELONA,08003,BARCELONA,ESPANYA,41.38636758888889,2.1830243055555556,http://www.arreldelborn.com,mailto:arrel@virtualsys.com
Bar Restaurant Cros Diagonal,-,-----,Eixample,l'Antiga Esquerra de l'Eixample,BARCELONA,08036,BARCELONA,ESPANYA,41.39419608888889,2.1512805555555556,-----,mailto:crosdiagonal@yahoo.es
Restaurant La Vinya del Senyor *Avinguda Sarrià,-,-----,Eixample,la Nova Esquerra de l'Eixample,BARCELONA,08029,BARCELONA,ESPANYA,41.389872269444446,2.146914111111111,-----,-----
Pizza Sapri *Gal.lileu,-,-----,Les Corts,les Corts,BARCELONA,08028,BARCELONA,ESPANYA,41.38615653888889,2.1312494444444443,http://www.pizzasapri.com,-----
Restaurant Las Fiestas del Convento,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.38112295,2.1715035277777774,http://www.sebastiangroup.com,mailto:info@sebastiangroup.com
Cerveseria Restaurant Can Xapata,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.39420846944444,2.1469185,http://www.can-xapata.com,-----
Restaurant Japonès Prosperity Sushi,-,-----,Eixample,l'Antiga Esquerra de l'Eixample,BARCELONA,08007,BARCELONA,ESPANYA,41.390482399999996,2.1605586666666667,-----,-----
Restaurant La Polpa,-,-----,Eixample,l'Antiga Esquerra de l'Eixample,BARCELONA,08008,BARCELONA,ESPANYA,41.391198869444445,2.1576870277777775,-----,-----
Restaurant Xinés Memorias de China,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08006,BARCELONA,ESPANYA,41.400446655555555,2.149914361111111,http://www.memoriasdechina.es,mailto:info@memoriasdechina.es
Restaurant El Rovell del Born,-,-----,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",BARCELONA,08003,BARCELONA,ESPANYA,41.38363045,2.1801911111111107,-----,-----
Café Restaurant L'Appart,-,-----,Eixample,la Dreta de l'Eixample,BARCELONA,08001,BARCELONA,ESPANYA,41.38585456388889,2.166529611111111,-----,-----
Restaurant La General de Tartas,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,BARCELONA,08017,BARCELONA,ESPANYA,41.403305394444445,2.1272723055555556,-----,-----
Restaurant Japonès Sumo *Centre de la Vila,-,-----,Sant Martí,la Vila Olímpica del Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.390896519444446,2.1978509444444443,-----,-----
Restaurant Japonès Sumo *Diagonal Mar,-,-----,Sant Martí,Poble Nou,BARCELONA,08019,BARCELONA,ESPANYA,41.41042665833333,2.2164054444444448,-----,-----
Restaurant Chido One,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08012,BARCELONA,ESPANYA,41.40326995555555,2.1590226388888887,http://www.chidoone.com,mailto:info@chidoone.com
Bar Restaurant 12+1 Deport Restaurant,-,-----,Sant Martí,la Vila Olímpica del Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.390896519444446,2.1978509444444443,http://www.12mas1.com,mailto:12mas1@12mas1.com
Cerveseria Restaurant Vildsvin,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.381973994444444,2.17633375,-----,mailto:reservas@sagardi.es
Xiringuito Splashh,-,-----,Ciutat Vella,Barceloneta,BARCELONA,08003,BARCELONA,ESPANYA,41.37586967777778,2.1911498055555554,-----,-----
Bar El 24,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.38120663888889,2.175372583333333,-----,-----
Restaurant Va de Vi,-,-----,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",BARCELONA,08003,BARCELONA,ESPANYA,41.38419725,2.1811459166666665,-----,-----
Museu d'Història de Catalunya,-,-----,Ciutat Vella,la Barceloneta,BARCELONA,08039,BARCELONA,ESPANYA,41.3808077,2.185855722222222,-----,-----
Restaurant Self-service Polimenú*La Cup,-,-----,Les Corts,Pedralbes,BARCELONA,08034,BARCELONA,ESPANYA,41.38991789166666,2.115375111111111,http://www.restaurantenotable.com,mailto:notable@versin.com
Restaurant Notable *La Cup,-,-----,Les Corts,Pedralbes,BARCELONA,08034,BARCELONA,ESPANYA,41.387871077777774,2.114651777777778,http://www.restaurantenotable.com,mailto:polinotable@terra.es
Restaurant Els Pollos de Llull *Ramon Turró,-,-----,Sant Martí,la Vila Olímpica del Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.39104871666667,2.190924222222222,http://www.elspollos.com,mailto:info@elspollos.com
Bar La Confiteria,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.37548766111111,2.1679224166666664,-----,-----
Abba Sants Hotel,-,-----,Sants-Montjuïc,Sants,BARCELONA,08029,BARCELONA,ESPANYA,41.38256868055556,2.140019166666667,http://www.abbahoteles.com,mailto:abbasants@abbahoteles.com
Centro Riojano de Barcelona,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.38147130833333,2.1673136666666664,-----,-----
Restaurant Ugarit Bruniquer,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08024,BARCELONA,ESPANYA,41.40514408333333,2.161355611111111,http://www.ugaritrestaurantsirio.com,-----
Restaurant Baravins,-,-----,Eixample,l'Antiga Esquerra de l'Eixample,BARCELONA,08036,BARCELONA,ESPANYA,41.38799417777778,2.151068638888889,-----,mailto:baravins@teleline.es
Restaurant Las Guindas,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.375554372222226,2.168013722222222,-----,-----
Restaurant Gran Babilonia,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.39921979166667,2.1411856666666664,-----,-----
Fàbrica de Creació Ateneu Popular 9 Barris,-,-----,Nou Barris,la Trinitat Nova,BARCELONA,08042,BARCELONA,ESPANYA,41.44960580833333,2.1789486666666664,http://www.ateneu9b.net,mailto:info@ateneu9b.net
Restaurant Semon *Sta Fe Nou Mèxic,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08017,BARCELONA,ESPANYA,41.39443801944444,2.1372096666666667,-----,-----
Llibreria Casa del Libro *Passeig Gràcia,-,-----,Eixample,la Dreta de l'Eixample,BARCELONA,08007,BARCELONA,ESPANYA,41.392924102777776,2.1644761666666668,-----,-----
Cafeteria  Restaurant Living Bar,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.38526237222222,2.1744239999999997,-----,-----
Restaurant Luna de Estambul,-,-----,Eixample,la Nova Esquerra de l'Eixample,BARCELONA,08015,BARCELONA,ESPANYA,41.384356555555556,2.1527771388888888,-----,-----
Restaurant Tapas *Poble Espanyol,-,-----,Sants-Montjuïc,el Poble-sec,BARCELONA,08038,BARCELONA,ESPANYA,41.369117261111114,2.1467245833333335,-----,-----
Restaurant Bell Amic,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.38151735277778,2.1802831388888886,-----,mailto:lcanyas@wanadoo.es
Restaurant Frankfurt de l'Olla,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08012,BARCELONA,ESPANYA,41.402389774999996,2.156769222222222,-----,-----
El Cafè de Ferran,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.382338394444446,2.176605611111111,-----,-----
Bar Castells,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.384119008333336,2.1697938333333333,-----,-----
Mirador Barcelona Restaurant El Cordero,-,-----,Nou Barris,Torre Baró,BARCELONA,08033,BARCELONA,ESPANYA,41.45258513888889,2.1792986666666665,-----,-----
Restaurant Marisqueria Las 5 Villas,-,-----,Sarrià-Sant Gervasi,les Tres Torres,BARCELONA,08017,BARCELONA,ESPANYA,41.39303746111111,2.130673888888889,-----,-----
Bar Restaurant Blat Net *Sitges,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.38432688611111,2.1697629722222223,-----,-----
Bar Bocatta *Pl Sant Jaume,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.382959622222224,2.1772279166666664,http://www.bocatta.es,-----
